ID,Comments,raw text,emojis
6476,there’s a concert on easter? isn’t that a bit weird 😭,there’s a concert on easter? isn’t that a bit weird ,['😭']
6477,he has a concert y'all better throw him chocolate eggs 😌,he has a concert y'all better throw him chocolate eggs ,['😌']
6478,sorry i couldn’t help myself. i almost choked on my water 🙃,sorry i couldn’t help myself. i almost choked on my water ,['🙃']
6479,"no head of fish, green, garden egg and ugba 👀","no head of fish, green, garden egg and ugba ",['👀']
6480,"he really knows how to take his opportunity and use em well, hope to see the lad get featured in more games cuz he really him😤💯","he really knows how to take his opportunity and use em well, hope to see the lad get featured in more games cuz he really him","['😤', '💯']"
6481,let me meet this beautiful man again 😭🙏🏼 the last time i met him was 4 years ago 😭😭😭😭😭,let me meet this beautiful man again  the last time i met him was 4 years ago ,"['😭', '🙏', '🏼', '😭', '😭', '😭', '😭', '😭']"
6482,"coinmarketcap shut down their referral system.
dey surely cooking. 👨‍🍳","coinmarketcap shut down their referral system.
dey surely cooking. ‍","['👨', '🍳']"
6483,👨🏾‍🍳 my management told me to reduce ingredients make e for no cause fight. but i tried my best,‍ my management told me to reduce ingredients make e for no cause fight. but i tried my best,"['👨', '🏾', '🍳']"
6484,"dont forget to stream on spotify too! 

buat ds bisa pake playlist ini sekalian streaming lagu dreamies 💗

🖇 

🖇","dont forget to stream on spotify too! 

buat ds bisa pake playlist ini sekalian streaming lagu dreamies 

 

","['💗', '🖇', '🖇']"
6485,get ready to elevate your cooking game with utensil utopia! our store is stocked with the latest and greatest kitchen gadgets and utensils to help you unleash your inner chef. help us expand our business.👨‍🍳👩‍🍳 #cooking #kitchengadgets #utensils #utensilutopia,get ready to elevate your cooking game with utensil utopia! our store is stocked with the latest and greatest kitchen gadgets and utensils to help you unleash your inner chef. help us expand our business.‍‍ #cooking #kitchengadgets #utensils #utensilutopia,"['👨', '🍳', '👩', '🍳']"
6486,i legit run in my house to get steps and sometimes i go back and run again 😭😭,i legit run in my house to get steps and sometimes i go back and run again ,"['😭', '😭']"
6487,helpnahdba???? a stampede? 😭😭 hope you're okay omg but deserved for cutting the line damnn,helpnahdba???? a stampede?  hope you're okay omg but deserved for cutting the line damnn,"['😭', '😭']"
6488,is marks hair braided on nct dreams insta story??? why couldn’t he do all that in newark 😭,is marks hair braided on nct dreams insta story??? why couldn’t he do all that in newark ,['😭']
6489,listen steam cabbage and some white rice 😚👌🏾👩🏽‍🍳🇧🇧🇯🇲,listen steam cabbage and some white rice ‍,"['😚', '👌', '🏾', '👩', '🏽', '🍳', '🇧', '🇧', '🇯', '🇲']"
6490,i'll never get tired of these two 🥹,i'll never get tired of these two ,['\U0001f979']
6491,"you don't even have to asked, love. we love you no matter what!

but i prefer glasses, thank you 😎","you don't even have to asked, love. we love you no matter what!

but i prefer glasses, thank you ",['😎']
6492,not bts related. but i hate it when parents act too proud to apologize to their young children. little ones are people too. 😡,not bts related. but i hate it when parents act too proud to apologize to their young children. little ones are people too. ,['😡']
6493,take them from me. im tired of feeling like this😭,take them from me. im tired of feeling like this,['😭']
6494,"exciting news on #pokemongo! while you're catching legendary pokemon, don't forget to earn extra cash by downloading temu app with my code 106443187. get shopping  save big! 💰🛍️ #temu #shoppingcommunity","exciting news on #pokemongo! while you're catching legendary pokemon, don't forget to earn extra cash by downloading temu app with my code 106443187. get shopping &amp; save big! ️ #temu #shoppingcommunity","['💰', '🛍']"
6495,"unrelated to the opinion itself (100% true, no notes), but i'll always be kicking myself for not having any physical albums of jjong's 😕","unrelated to the opinion itself (100% true, no notes), but i'll always be kicking myself for not having any physical albums of jjong's ",['😕']
6496,with the shoes you bought him huh? 😭,with the shoes you bought him huh? ,['😭']
6497,no literally and the behind the scenes where he asks mark to stick his ass out more 😭😭,no literally and the behind the scenes where he asks mark to stick his ass out more ,"['😭', '😭']"
6498,"episode 17 is finally up! thank you for your patience 💖

retweets are appreciated! ✨

 👩🏼‍🍳","episode 17 is finally up! thank you for your patience 

retweets are appreciated! ✨

 ‍","['💖', '👩', '🏼', '🍳']"
6499,"thank you  !!😍it was not bad all🥳 i went out with my entourage, had champagne 🍾 🎂  polish food. got lots of presents 🎁  flowers 💐 today had breakfast 🍳 at cora’s (skipped the traditional at home made), tomorrow i will cook for my family lol how’s your easter ?","thank you  !!it was not bad all i went out with my entourage, had champagne   &amp; polish food. got lots of presents  &amp; flowers  today had breakfast  at cora’s (skipped the traditional at home made), tomorrow i will cook for my family lol how’s your easter ?","['😍', '🥳', '🍾', '🎂', '🎁', '💐', '🍳']"
6500,literally cooking for my friends gives me so much serotonin 😩👩🏽‍🍳🤍,literally cooking for my friends gives me so much serotonin ‍,"['😩', '👩', '🏽', '🍳', '🤍']"
6501,i’m starting to fuck the kitchen up 👨🏾‍🍳,i’m starting to fuck the kitchen up ‍,"['👨', '🏾', '🍳']"
6502,making sushi bake and talking about “our father” w/  🤍👩🏽‍🍳 //,making sushi bake and talking about “our father” w/  ‍ //,"['🤍', '👩', '🏽', '🍳']"
6503,its us 😋😍😊🤭  ☺️,its us   ☺️,"['😋', '😍', '😊', '🤭']"
6504,"now, why would i spend that long editing balloons... that's twitter's work? 😭","now, why would i spend that long editing balloons... that's twitter's work? ",['😭']
6505,this reply made me laugh so hard im crying dsfsgmskdgmskdhd im a good person!😇,this reply made me laugh so hard im crying dsfsgmskdgmskdhd im a good person!,['😇']
6506,get toney and then we cookin 👨🏻‍🍳,get toney and then we cookin ‍,"['👨', '🏻', '🍳']"
6507,i don’t eat ham so i had a plate full of different salads 😍,i don’t eat ham so i had a plate full of different salads ,['😍']
6508,ahahah when he said i was the only funny one they filmed 😢 one day my comedy will come to light they loved it,ahahah when he said i was the only funny one they filmed  one day my comedy will come to light they loved it,['😢']
6509,can they at least donate them please this makes me so sad 😭😭😭,can they at least donate them please this makes me so sad ,"['😭', '😭', '😭']"
6510,ok and they are all crazy too ??? what’s that gotta do with me 😭 i’m specifically calling out this behavior and you think i’d condone it if it’s coming from my own fandom?,ok and they are all crazy too ??? what’s that gotta do with me  i’m specifically calling out this behavior and you think i’d condone it if it’s coming from my own fandom?,['😭']
6511,“discussing the lyrics and symbolism in nct’s latest release” is it talking abt mark’s big problem?? 😭✋🏻,“discussing the lyrics and symbolism in nct’s latest release” is it talking abt mark’s big problem?? ✋,"['😭', '🏻']"
6512,nba regular season is over now we 👨‍🍳 up for the playoffs 🥼,nba regular season is over now we ‍ up for the playoffs ,"['👨', '🍳', '🥼']"
6513,i had plans on being a couch potato today but i decided to get up  cook 👩🏾‍🍳,i had plans on being a couch potato today but i decided to get up &amp; cook ‍,"['👩', '🏾', '🍳']"
6514,this is so fucked up like why 😭,this is so fucked up like why ,['😭']
6515,blueberries/raspberry ratio 2:1 for ultimate candy hack👨🏼‍🍳,blueberries/raspberry ratio 2:1 for ultimate candy hack‍,"['👨', '🏼', '🍳']"
6516,happy easter 🐣,happy easter ,['🐣']
6517,"#mark_goldenhour streaming chain🍳

🔗 

tag:    
qrt with your proof!

golden hour out now 
#마크가_말아주는_골든아워 
#goldenhourwithmark 
#mark_goldenhour","#mark_goldenhour streaming chain

 

tag:    
qrt with your proof!

golden hour out now 
#마크가_말아주는_골든아워 
#goldenhourwithmark 
#mark_goldenhour","['🍳', '🔗']"
6518,why is she there 🙁,why is she there ,['🙁']
6519,i listen to it when i go to sleep 😭 so that’s why the streams r that high mfkmfdk,i listen to it when i go to sleep  so that’s why the streams r that high mfkmfdk,['😭']
6520,this is why i can't do ga lines 😭,this is why i can't do ga lines ,['😭']
6521,i accidentally told my dad that the popcorn was 3 minutes in the microwave n when i came back to check the whole kitchen was smoked up 💀😭,i accidentally told my dad that the popcorn was 3 minutes in the microwave n when i came back to check the whole kitchen was smoked up ,"['💀', '😭']"
6522,these onion rings i made from scratch today were 👨🏾‍🍳’s 😘👌🏾..,these onion rings i made from scratch today were ‍’s ..,"['👨', '🏾', '🍳', '😘', '👌', '🏾']"
6523,"😟 i haven't seen any tweets from you on my tl for atleast a day or two, elon is trying to cause a rift between us???"," i haven't seen any tweets from you on my tl for atleast a day or two, elon is trying to cause a rift between us???",['😟']
6524,ahhhhh this makes me so happy 🥹,ahhhhh this makes me so happy ,['\U0001f979']
6525,he was fighting a hibachi chef 👨‍🍳 last night  i say that respectfully. shakur is an exceptional boxer and will give anyone he fights serious problems.,he was fighting a hibachi chef ‍ last night &amp; i say that respectfully. shakur is an exceptional boxer and will give anyone he fights serious problems.,"['👨', '🍳']"
6526,bam… perfection👨🏻‍🍳🌷 happy easter bro🇺🇸🙏,bam… perfection‍ happy easter bro,"['👨', '🏻', '🍳', '🌷', '🇺', '🇸', '🙏']"
6527,someone said smtickets usually is making seats for concerts so i guess it depends on promoter? 🫤,someone said smtickets usually is making seats for concerts so i guess it depends on promoter? ,['\U0001fae4']
6528,need nct to do unit switch performances imagine we could get nectar haechan😭,need nct to do unit switch performances imagine we could get nectar haechan,['😭']
6529,"baked lemon blueberry bread w homemade icing

my first go at baking  i didn’t hate it 

🫐 🧑‍🍳","baked lemon blueberry bread w homemade icing

my first go at baking &amp; i didn’t hate it 

 ‍","['🫐', '🧑', '🍳']"
6530,so right 😭 quite easy tho,so right  quite easy tho,['😭']
6531,how i go take chop like this ?😭😭,how i go take chop like this ?,"['😭', '😭']"
6532,"i think a man is in charge of measuring the ‘footlong’ wieners  at  

🤦‍♂️","i think a man is in charge of measuring the ‘footlong’ wieners  at  

‍♂️",['🤦']
6533,taylor swift🌼fearless😊speaknowniw☝️red😡1981🍳reputation😯lover💞folklore😈evermore📞midnights🏳️‍🌈,taylor swiftfearlessspeaknowniw☝️red1981reputationloverfolkloreevermoremidnights️‍,"['🌼', '😊', '😡', '🍳', '😯', '💞', '😈', '📞', '🏳', '🌈']"
6534,fołłow everyone who likes and retweets this💒🔪🍳,fołłow everyone who likes and retweets this,"['💒', '🔪', '🍳']"
6535,fresh out of the oven. 👩🏻‍🍳,fresh out of the oven. ‍,"['👩', '🏻', '🍳']"
6536,now i gotta watch the ravens play 🙄,now i gotta watch the ravens play ,['🙄']
6537,taking mark holding that canadian flag as a spoiler for a summer date 🙏🏼🙏🏼,taking mark holding that canadian flag as a spoiler for a summer date ,"['🙏', '🏼', '🙏', '🏼']"
6538,i hope next time they do have seated so that i can attempt to go barricade cause its actually so scary to me having to go through all that just to be at the front😭,i hope next time they do have seated so that i can attempt to go barricade cause its actually so scary to me having to go through all that just to be at the front,['😭']
6539,"lmaooooo i think these people usually come with the intention to frustrate lege, see as my man pause pelu igo oju e 😂🤣🤣🤣🤣","lmaooooo i think these people usually come with the intention to frustrate lege, see as my man pause pelu igo oju e ","['😂', '🤣', '🤣', '🤣', '🤣']"
6540,to celebrate you should take me out to dinner💯👨‍🍳,to celebrate you should take me out to dinner‍,"['💯', '👨', '🍳']"
6541,kentucky is more pretty 👨‍🍳,kentucky is more pretty ‍,"['👨', '🍳']"
6542,"#mark_goldenhour streaming chain🍳 

🖇️ 

golden hour out now
#마크가_말아주는_골든아워 
#mark_goldenhour","#mark_goldenhour streaming chain 

️ 

golden hour out now
#마크가_말아주는_골든아워 
#mark_goldenhour","['🍳', '🖇']"
6543,🐰happy💕easter🐰,happyeaster,"['🐰', '💕', '🐰']"
6544,"nissin introduces breakfast-themed cup noodles with flavors of pancakes, sausage, syrup and eggs 🍳🥞🍜  | phillyvoice","nissin introduces breakfast-themed cup noodles with flavors of pancakes, sausage, syrup and eggs   | phillyvoice","['🍳', '🥞', '🍜']"
6545,"🐰🍳🐰
i  hope everyone has had a great easter!","
i  hope everyone has had a great easter!","['🐰', '🍳', '🐰']"
6546,"that's fine! they can give us love me left, a grown  sexy banger instead😁 the eve's sister, if you will☝🏾","that's fine! they can give us love me left, a grown &amp; sexy banger instead the eve's sister, if you will☝","['😁', '🏾']"
6547,"just a little believe and faith from you is all what is needed!

they might win you over and over again, but your (1) big win will cover up all what they have collected !

thousand days for the thief, one day for the owner 🏆

your story will definitely change 💯","just a little believe and faith from you is all what is needed!

they might win you over and over again, but your (1) big win will cover up all what they have collected !

thousand days for the thief, one day for the owner 

your story will definitely change ","['🏆', '💯']"
6548,this is the funniest thing i've seen this week 😭😭,this is the funniest thing i've seen this week ,"['😭', '😭']"
6549,"this will be 🔥
my fav artist together 😭","this will be 
my fav artist together ","['🔥', '😭']"
6550,im about to cry to my videos from tds2 berlin 😭😭😭,im about to cry to my videos from tds2 berlin ,"['😭', '😭', '😭']"
6551,everyday on twitter a south african gets on here and says the dumbest shit you've ever seen😂,everyday on twitter a south african gets on here and says the dumbest shit you've ever seen,['😂']
6552,i would buy you all glasses on earth 🫵🏻,i would buy you all glasses on earth 🫵,['🏻']
6553,"na me dey prepare am. how do you want your true love sir, white or black, with pepper or utasi? 👨🏾‍🍳","na me dey prepare am. how do you want your true love sir, white or black, with pepper or utasi? ‍","['👨', '🏾', '🍳']"
6554,# whistleblower tells us lawmakers that twitter put profits over security 🥚🍋🍌🍉🥦🍎🍍🍑🍇🍓🍅🥕🌽🍳🥚🍲🍐🍳and the crypto system starts to creak,# whistleblower tells us lawmakers that twitter put profits over security and the crypto system starts to creak,"['🥚', '🍋', '🍌', '🍉', '🥦', '🍎', '🍍', '🍑', '🍇', '🍓', '🍅', '🥕', '🌽', '🍳', '🥚', '🍲', '🍐', '🍳']"
6555,hard to pick just one! 🤔 but i love python 🐍 - it's like the versatile chef's knife of coding! 🔪🍳 #pythonchef #cookingwithcode #favelang 🥇,hard to pick just one!  but i love python  - it's like the versatile chef's knife of coding!  #pythonchef #cookingwithcode #favelang ,"['🤔', '🐍', '🔪', '🍳', '🥇']"
6556,she hates to see a latina knowing her worth 😔,she hates to see a latina knowing her worth ,['😔']
6557,nah i would cook you 👨‍🍳,nah i would cook you ‍,"['👨', '🍳']"
6558,excited to support the boyfie at the dream concert tn!! 💚#nsd #nctzenselcaday #mark  #nct127 #nctatlanta,excited to support the boyfie at the dream concert tn!! #nsd #nctzenselcaday #mark  #nct127 #nctatlanta,['💚']
6559,"#mark_goldenhour streaming chain🍳

🔗  

tag:     (izin tag ya)
qrt with your proof 😊

golden hour out now
#마크가_말아주는_골든아워 
#mark_goldenhour #mark","#mark_goldenhour streaming chain

  

tag:     (izin tag ya)
qrt with your proof 

golden hour out now
#마크가_말아주는_골든아워 
#mark_goldenhour #mark","['🍳', '🔗', '😊']"
6560,"ofc why not,make nanya dia 😎👍","ofc why not,make nanya dia ","['😎', '👍']"
6561,i’m actually kinda mad tho bc when i went downstairs to pick these up the box was ripped open😡,i’m actually kinda mad tho bc when i went downstairs to pick these up the box was ripped open,['😡']
6562,idk what ppl do on easter but i hope he had a good easter 😌,idk what ppl do on easter but i hope he had a good easter ,['😌']
6563,sometimes i want to cry bcz of markhyuck🥹,sometimes i want to cry bcz of markhyuck,['\U0001f979']
6564,"#mark_goldenhour streaming chain 🍳

🔗 

tags:    
qrt with your proof! 😉

#mark_goldenhour #goldenhour
#마크가_말아주는_골든아워
#goldenhourwithmark #mghd4_eggfriends","#mark_goldenhour streaming chain 

 

tags:    
qrt with your proof! 

#mark_goldenhour #goldenhour
#마크가_말아주는_골든아워
#goldenhourwithmark #mghd4_eggfriends","['🍳', '🔗', '😉']"
6565,gm of the chargers 👨🏽‍🍳 oh i’m cooking if i had that opportunity lmao,gm of the chargers ‍ oh i’m cooking if i had that opportunity lmao,"['👨', '🏽', '🍳']"
6566,awesome pic! 😍,awesome pic! ,['😍']
6567,and pg on book🙏🏿,and pg on book,"['🙏', '🏿']"
6568,"[09/04/23]
#chanyeol bubble update 💬

""have the chapagetti recommended by kyungsoo today and sleep well 🍳""","[09/04/23]
#chanyeol bubble update 

""have the chapagetti recommended by kyungsoo today and sleep well ""","['💬', '🍳']"
6569,the team leader should do better 😤 better than gold haechan is iconic especially with the shades on,the team leader should do better  better than gold haechan is iconic especially with the shades on,['😤']
6570,why would they say that 😭,why would they say that ,['😭']
6571,love you 🖤🖤 come to telford for lou's gig next month 🖤🖤,love you  come to telford for lou's gig next month ,"['🖤', '🖤', '🖤', '🖤']"
6572,"i doubly love this bc he’s named after a member of stray kids, who have a song called charmer 🥹","i doubly love this bc he’s named after a member of stray kids, who have a song called charmer ",['\U0001f979']
6573,i'm patiently waiting for season 4 👆🏾,i'm patiently waiting for season 4 ,"['👆', '🏾']"
6574,midnight snack is going a little like 😋🥴 #dindinwiththencubaes 👨🏾‍🍳,midnight snack is going a little like  #dindinwiththencubaes ‍,"['😋', '🥴', '👨', '🏾', '🍳']"
6575,just cried thinking of haechan waving the phone in front of the stylist like🤨🤨🤨 they want sunglasses tho🥸‼️‼️‼️,just cried thinking of haechan waving the phone in front of the stylist like they want sunglasses tho‼️‼️‼️,"['🤨', '🤨', '🤨', '🥸']"
6576,you look super handsome with the sunglasses haechan!! please keep wearing them! 🥹🙏🏼,you look super handsome with the sunglasses haechan!! please keep wearing them! ,"['\U0001f979', '🙏', '🏼']"
6577,"😹😹😹 it's the light of your soul burning bright inside!! enjoy dinner, i am going to eat something now too!! 🧑‍🍳🥗😋"," it's the light of your soul burning bright inside!! enjoy dinner, i am going to eat something now too!! ‍","['😹', '😹', '😹', '🧑', '🍳', '🥗', '😋']"
6578,"today, i feel like i wands be taken care of 🥺","today, i feel like i wands be taken care of ",['🥺']
6579,he made sure to show them 😭😭😭🙏🏼 i love that so much about him lmfaooo,he made sure to show them  i love that so much about him lmfaooo,"['😭', '😭', '😭', '🙏', '🏼']"
6580,if can't be my bf why bf shaped 😔,if can't be my bf why bf shaped ,['😔']
6581,"i would add coding and cooking as well. 

cooking 🧑‍🍳 is a life skill that helped a lot just 3 years ago! 

i became a cook for survival during lockdowns 😅.","i would add coding and cooking as well. 

cooking ‍ is a life skill that helped a lot just 3 years ago! 

i became a cook for survival during lockdowns .","['🧑', '🍳', '😅']"
6582,"happy easter day 🥚🍳 
#happyeastersunday #eastersunday #easterday is this even an family","happy easter day  
#happyeastersunday #eastersunday #easterday is this even an family","['🥚', '🍳']"
6583,absolutely! why do programmers always mix up christmas and halloween? because oct 31 = dec 25! 😂 #devjokes #cookingupcode 🍳👨‍💻🎃🎄,absolutely! why do programmers always mix up christmas and halloween? because oct 31 = dec 25!  #devjokes #cookingupcode ‍,"['😂', '🍳', '👨', '💻', '🎃', '🎄']"
6584,we are taking breakfast 🍳 at this time in my country.,we are taking breakfast  at this time in my country.,['🍳']
6585,oooh thank you so much! 😃 we really hope the game will meet your expectations!,oooh thank you so much!  we really hope the game will meet your expectations!,['😃']
6586,"#mark_goldenhour streaming chain🍳

🔗

special tag buat muse nya mark lee:  

qrt with your proof

golden hour out now
#마크가_말아주는_골든아워
#goldenhourwithmark","#mark_goldenhour streaming chain



special tag buat muse nya mark lee:  

qrt with your proof

golden hour out now
#마크가_말아주는_골든아워
#goldenhourwithmark","['🍳', '🔗']"
6587,excuse me???!?!?!?!? they're so cute😭😭😭😭😭,excuse me???!?!?!?!? they're so cute,"['😭', '😭', '😭', '😭', '😭']"
6588,"happy birthday 🎂🎂🎂 welcome and enjoy your 20s 🎉🎉🎉🎉🎉
may god bless you with a healthy and happy life 🙏🏻🙏🏻","happy birthday  welcome and enjoy your 20s 
may god bless you with a healthy and happy life ","['🎂', '🎂', '🎂', '🎉', '🎉', '🎉', '🎉', '🎉', '🙏', '🏻', '🙏', '🏻']"
6589,yes! can't wait to see the magic christian eriksen brings to #mufc. the squad just got even stronger 🔥💪🏼 #ggmu check my pin tweet bro,yes! can't wait to see the magic christian eriksen brings to #mufc. the squad just got even stronger  #ggmu check my pin tweet bro,"['🔥', '💪', '🏼']"
6590,😂😂😂😂 i was looking at the circular and saw them on sale so i slid past the isle 😂😂😂 don’t judge me, i was looking at the circular and saw them on sale so i slid past the isle  don’t judge me,"['😂', '😂', '😂', '😂', '😂', '😂', '😂']"
6591,wow! that looks delicious 😋. wish i could try some. i'm sure cooked with your heart ❤️. 👩‍🍳🧡🥂💫,wow! that looks delicious . wish i could try some. i'm sure cooked with your heart ❤️. ‍,"['😋', '👩', '🍳', '🧡', '🥂', '💫']"
6592,if there was ever a  challenge it's this one  👨‍🍳😋,if there was ever a  challenge it's this one  ‍,"['👨', '🍳', '😋']"
6593,"chris my dearest darling love, please i beg you, sometimes you do need to go apeshit a lil 😭😭😭😭","chris my dearest darling love, please i beg you, sometimes you do need to go apeshit a lil ","['😭', '😭', '😭', '😭']"
6594,suddenly understanding the ppl who follow bands around on tour like one concert wasn't enough i need more 😔,suddenly understanding the ppl who follow bands around on tour like one concert wasn't enough i need more ,['😔']
6595,i wanna go see dream in concert again 😭,i wanna go see dream in concert again ,['😭']
6596,good morning hoping that sp will announce something good for myzens 🥰,good morning hoping that sp will announce something good for myzens ,['🥰']
6597,so far all the shows have been messy as hell but i havent seen anything like that video yet 😭,so far all the shows have been messy as hell but i havent seen anything like that video yet ,['😭']
6598,finished making dinner.🧑‍🍳,finished making dinner.‍,"['🧑', '🍳']"
6599,"if you’re the designated chef this weekend, you’ll want a skillet. 🍳","if you’re the designated chef this weekend, you’ll want a skillet. ",['🍳']
6600,reposting this atla pani and “masterpiece eggs” set for our most 🥚🍳🪺 holiday weekend,reposting this atla pani and “masterpiece eggs” set for our most 🪺 holiday weekend,"['🥚', '🍳']"
6601,fire the stylist ‼️‼️‼️ who let them cook?? 😡👎👎,fire the stylist ‼️‼️‼️ who let them cook?? ,"['😡', '👎', '👎']"
6602,oh shit he is oomf too 😭😭 he goin probs come right outside and take that shit full force,oh shit he is oomf too  he goin probs come right outside and take that shit full force,"['😭', '😭']"
6603,the only egg 🍳i’m cracking today is ha 🫶🏽,the only egg i’m cracking today is ha 🫶,"['🍳', '🏽']"
6604,omg the same sign 🥲 wish i was there,omg the same sign  wish i was there,['🥲']
6605,i’m manning the grill 👨🏽‍🍳 #grilling #easter2023,i’m manning the grill ‍ #grilling #easter2023,"['👨', '🏽', '🍳']"
6606,i sure would like to touch bases with you sometime as you are one of america's greatest heroes. and i promise i would keep your legacy alive forever. thank you sir and godspeed!🇺🇸👍✊️🙇‍♂️🙏🙋‍♂️🥓🍳🍞☕️🛡🤺⚔️🗡☝️,i sure would like to touch bases with you sometime as you are one of america's greatest heroes. and i promise i would keep your legacy alive forever. thank you sir and godspeed!✊️‍♂️‍♂️☕️⚔️☝️,"['🇺', '🇸', '👍', '🙇', '🙏', '🙋', '🥓', '🍳', '🍞', '🛡', '🤺', '🗡']"
6607,"#mark_goldenhour streaming chain 🍳

🖇️ 

golden hour out now 
#마크가_말아주는_골든아워 #mark_goldenhour","#mark_goldenhour streaming chain 

️ 

golden hour out now 
#마크가_말아주는_골든아워 #mark_goldenhour","['🍳', '🖇']"
6608,what!!?😹,what!!?,['😹']
6609,blessed to say the least 😇🙌🏽 this finna be a week full of congratulations 🎉🍾,blessed to say the least  this finna be a week full of congratulations ,"['😇', '🙌', '🏽', '🎉', '🍾']"
6610,"i was just speculating and wondering about tae's next release. do you think we'll get a single, ost or collab soon? or just straight up kth1👀 whichever it is, we need to be prepared with multiple accounts on all platforms, money to fund then time and energy to spare.","i was just speculating and wondering about tae's next release. do you think we'll get a single, ost or collab soon? or just straight up kth1 whichever it is, we need to be prepared with multiple accounts on all platforms, money to fund then time and energy to spare.",['👀']
6611,"#mark_goldenhour streaming chain🍳

🔗

special tag:  

qrt with your proof

golden hour out now
#마크가_말아주는_골든아워
#goldenhourwithmark","#mark_goldenhour streaming chain



special tag:  

qrt with your proof

golden hour out now
#마크가_말아주는_골든아워
#goldenhourwithmark","['🍳', '🔗']"
6612,with black hair😭😭😭😭😭🏳️,with black hair️,"['😭', '😭', '😭', '😭', '😭', '🏳']"
6613,y’all 🔥🔥🔥 legit one of the most brilliant minds ( beautiful souls) in the space. i’m in awe of how much she pushes herself through art  is able to take on so many different forms of art absolutely fearless in her learning,y’all  legit one of the most brilliant minds (&amp; beautiful souls) in the space. i’m in awe of how much she pushes herself through art &amp; is able to take on so many different forms of art absolutely fearless in her learning,"['🔥', '🔥', '🔥']"
6614,who's that stylist's team leader 🤨 don't listen to them bub,who's that stylist's team leader  don't listen to them bub,['🤨']
6615,don't forget to participate guys 🤗,don't forget to participate guys ,['🤗']
6616,abeg we go write petition oo😂 na sporty we want chef 👩‍🍳,abeg we go write petition oo na sporty we want chef ‍,"['😂', '👩', '🍳']"
6617,over easy is perfect! 🍳🍞🥓,over easy is perfect! ,"['🍳', '🍞', '🥓']"
6618,the way it wasn't even on purpose i looked up haechan selca on pinterest and the universe decided to do me a solid 😭,the way it wasn't even on purpose i looked up haechan selca on pinterest and the universe decided to do me a solid ,['😭']
6619,you’re a clown for that comment walahi 😅,you’re a clown for that comment walahi ,['😅']
6620,"omg!! i almost never hear people talk about the b-sides, which is such a shame bc they’re so good 🥲🥲","omg!! i almost never hear people talk about the b-sides, which is such a shame bc they’re so good ","['🥲', '🥲']"
6621,na only me no go homecoming 😭😭,na only me no go homecoming ,"['😭', '😭']"
6622,"dont listen to the stylists 😤
they suit you perfectly","dont listen to the stylists 
they suit you perfectly",['😤']
6623,clippers don’t know what’s about to hit them🍜,clippers don’t know what’s about to hit them,['🍜']
6624,so real so real me and yang besties💯,so real so real me and yang besties,['💯']
6625,"lmfao ..
bold of you to think i am a gen z.😂😭","lmfao ..
bold of you to think i am a gen z.","['😂', '😭']"
6626,when u wanna bring the steakhouse to u 😭😋👨🏿‍🍳,when u wanna bring the steakhouse to u ‍,"['😭', '😋', '👨', '🏿', '🍳']"
6627,catching mannequin pussy and bikini kill last thursday followed by macrock on saturday equalled out to a really great bday week 😎 hell yeahhhhh,catching mannequin pussy and bikini kill last thursday followed by macrock on saturday equalled out to a really great bday week  hell yeahhhhh,['😎']
6628,i beg u to send a selca from today con @ mark plz plz plz 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,i beg u to send a selca from today con @ mark plz plz plz ,"['🙏', '🏻', '🙏', '🏻', '🙏', '🏻', '🙏', '🏻', '🙏', '🏻']"
6629,yep or watch it be seowon  both of us with be bawling together 💔💔💔💔,yep or watch it be seowon &amp; both of us with be bawling together ,"['💔', '💔', '💔', '💔']"
6630,they said you're not losing our shit no more🗣,they said you're not losing our shit no more,['🗣']
6631,some cooking 🍳 going on since yesterday i'm pretty sure the dinner is done.,some cooking  going on since yesterday i'm pretty sure the dinner is done.,['🍳']
6632,just give a name haechan 🙏🙏🙏🙏🙏🙏 we will handle this. trust,just give a name haechan  we will handle this. trust,"['🙏', '🙏', '🙏', '🙏', '🙏', '🙏']"
6633,they said what??? 😀,they said what??? ,['😀']
6634,the stylist started telling him the sunglasses dont suit him bc he already lost it twice 😭 baby dont lose it again… we need u with sunglasses on… im begging u,the stylist started telling him the sunglasses dont suit him bc he already lost it twice  baby dont lose it again… we need u with sunglasses on… im begging u,['😭']
6635,not the made up excuse cuz they don't wanna give him glasses anymore😭,not the made up excuse cuz they don't wanna give him glasses anymore,['😭']
6636,is that a youngla jacket? looks sick 👀,is that a youngla jacket? looks sick ,['👀']
6637,noooo i left haechan on read last time he sent a bubble i didn’t even see omg 💔💔💔💔💔💔💔💔💔💔💔💔💔💔,noooo i left haechan on read last time he sent a bubble i didn’t even see omg ,"['💔', '💔', '💔', '💔', '💔', '💔', '💔', '💔', '💔', '💔', '💔', '💔', '💔', '💔']"
6638,pause she also asked “are we seeing dream mark next week or a different one” girl how many marks do you think there is 😭,pause she also asked “are we seeing dream mark next week or a different one” girl how many marks do you think there is ,['😭']
6639,"they in the comments talking about “my coochie pink , my booty hole brown” 😭😭😭 omg","they in the comments talking about “my coochie pink , my booty hole brown”  omg","['😭', '😭', '😭']"
6640,i was playing golden hour in the car earlier today and my mom asked “is this mark the mark in 127 or in dream” 💀💀💀,i was playing golden hour in the car earlier today and my mom asked “is this mark the mark in 127 or in dream” ,"['💀', '💀', '💀']"
